Район,Улица,Станция метро,"Время до метро, мин.",Количество комнат,"Общая площадь, м.кв.","Жилая площадь, м.кв.",Цена,Год постройки,Тип дома,Этаж,Количество этажей в доме,"Площадь кухни, м.кв.",Количество санузлов,Тип ремонта,Количество подъездов в доме
поселение, Филатов Луг жилой комплекс,Филатов Луг,4,1,36.0,-,11400000,2021,Монолитный,4,22,10.0,1,Евроремонт,7
Орехово-Борисово, Шипиловский проезд,Домодедовская,16,2,44.0,28.0,11500000,1974,Панельный,1,9,6.0,-,Евроремонт,18
Западное, Базовская ул.,Грачёвская,16,1,34.0,23.0,11500000,2023,-,12,33,6.0,1,Евроремонт,-
Новокосино, Городецкая ул.,Новокосино,6,1,38.8,20.0,11490000,1987,-,12,17,8.5,1,Косметический,9
поселок, ул. Липовый Парк,Коммунарка,7,1,41.0,18.0,11500000,2016,-,10,12,10.5,1,Косметический,7
Теплый, ул. Теплый Стан,Тёплый Стан,4,1,35.0,20.0,11500000,1994,-,14,16,9.0,1,Косметический,1
Южное, ул. Адмирала Лазарева,Бульвар Адмирала Ушакова,5,1,42.4,19.0,11500000,2003,Панельный,3,16,12.0,1,Евроремонт,3
поселок, ул. Липовый Парк,Коммунарка,7,1,45.0,-,11500000,2020,Монолитный,4,12,16.7,1,Евроремонт,13
Академический, ул. Винокурова,Академическая,14,1,35.8,19.7,11499999,1974,Панельный,2,12,7.6,1,Евроремонт,2
Свиблово, ул. Амундсена,Свиблово,6,1,38.9,20.4,11500000,1984,Панельный,2,12,8.0,1,Косметический,6
Ясенево, Литовский бул.,Ясенево,14,1,31.0,-,11600000,1979,Панельный,8,9,-,1,Дизайнерский,17
Лосиноостровский, Норильская ул.,Медведково,5,1,38.0,21.0,11590000,1975,Панельный,8,9,6.0,1,Евроремонт,4
Люблино, ул. Степана Шутова,Люблино,6,2,44.7,30.0,11600000,1965,Панельный,3,5,6.0,1,Косметический,4
Кунцево, Рублевское ш.,Молодёжная,5,1,31.8,20.8,11700000,1964,Блочный,8,9,6.0,1,Косметический,1
Текстильщики, 1-й Грайвороновский проезд,Текстильщики,20,1,31.6,14.5,11750000,1950,Кирпичный,13,24,9.4,1,Косметический,5
Царицыно, Ереванская ул.,Царицыно,12,2,48.8,32.1,11700000,1968,Блочный,11,12,8.9,1,Без ремонта,2
поселок, ул. Бачуринская,Коммунарка,7,1,43.4,-,11888000,2016,-,10,12,15.0,-,Без ремонта,4
Преображенское, Большая Черкизовская ул.,Черкизовская,11,2,43.4,28.0,11800000,1967,Кирпичный,1,9,6.0,1,Евроремонт,5
поселение, ул. Василия Аксенова,Рассказовка,20,1,40.5,-,11800000,2023,-,5,12,11.0,1,Без ремонта,-
Некрасовка, ул. Ухтомского Ополчения,Некрасовка,5,2,51.0,35.0,11800000,2014,Панельный,16,17,10.0,1,Косметический,3
поселение, Скандинавия жилой комплекс,Потапово,откроется в 2024,2,36.0,11.2,11900000,2022,Монолитный,15,15,9.0,-,Евроремонт,5
Кунцево, № 100 кварталНа карте,Мякинино,12,1,33.5,9.8,11950000,-,Кирпичный,21,25,16.8,-,Дизайнерский,-
Нагорный, Варшавское ш.,Варшавская,10,1,40.1,22.5,11900000,2022,-,6,24,10.0,2,Евроремонт,3
Можайский, Гвардейская ул.,Кунцевская,20,2,41.0,27.9,11950000,1965,Кирпичный,3,5,5.5,1,Косметический,3
Алексеевский, Маломосковская ул.,ВДНХ,9,1,33.0,18.0,11999000,1973,Блочный,5,14,9.0,1,Евроремонт,1
Коптево, ул. Лихоборские Бугры,Лихоборы,8,1,33.0,16.0,11900000,1962,Блочный,4,9,6.0,1,Дизайнерский,1
Южное, Ливенская ул.,Улица Скобелевская,6,2,44.6,-,12000000,1977,Панельный,7,9,6.0,-,Косметический,6
Крюково, Зеленоград,Зеленоград — Крюково,5,1,42.2,15.0,12000000,2020,Монолитный,13,17,16.0,-,Дизайнерский,1
Кузьминки, Волжский бул.,Кузьминки,11,1,38.7,20.8,12100000,2000,Панельный,7,9,8.4,1,Евроремонт,4
Строгино, ул. Исаковского,Строгино,16,2,44.4,27.9,12000000,1979,Панельный,8,9,6.0,1,Косметический,4
Хорошево-Мневники, ул. Демьяна Бедного,Народное Ополчение,7,1,35.9,-,12000000,1974,Панельный,7,9,6.5,1,Без ремонта,8
Бирюлево, 6-я Радиальная ул.,Царицыно,6,1,38.0,-,12100000,2021,Кирпичный,12,18,9.5,1,Дизайнерский,4
поселок, ул. Бачуринская,Коммунарка,6,3,53.4,34.0,12000000,2018,-,11,25,13.0,1,Косметический,2
Академический, ул. Дмитрия Ульянова,Академическая,7,1,33.0,20.0,12000000,1959,Блочный,4,5,6.0,1,Косметический,3
Кузьминки, Волгоградский просп.,Кузьминки,1,1,32.0,21.2,12000000,1962,Кирпичный,8,9,5.3,1,Косметический,1
Некрасовка, просп. Защитников Москвы,Некрасовка,3,2,52.0,31.0,12000000,2013,Панельный,17,18,9.0,1,Косметический,6
Свиблово, ул. Седова,Ботанический сад,10,2,35.0,21.0,12100000,1968,Кирпичный,3,9,6.5,1,Косметический,4
Очаково-Матвеевское, Нежинская ул.,Матвеевская,9,1,31.5,13.0,12200000,1972,Панельный,3,9,7.0,1,Дизайнерский,26
Печатники, Шоссейная ул.,Печатники,9,3,49.5,34.2,12200000,1969,Панельный,3,9,6.1,-,Без ремонта,8
Выхино-Жулебино, Ферганский проезд,Юго-Восточная,19,3,65.4,47.1,12200000,1977,Панельный,5,16,7.9,1,Без ремонта,1
Нагатинский, Нагатинская наб.,Коломенская,4,2,44.8,28.4,12200000,1970,Блочный,2,12,-,-,-,1
дп, ул. Стожарова,Аэропорт Внуково,19,3,50.6,30.3,12200000,2023,Блочный,14,15,6.9,1,Евроремонт,3
Богородское, Бойцовая ул.,Бульвар Рокоссовского,18,2,45.0,33.0,12180000,1965,Монолитный,4,8,5.6,1,Евроремонт,5
поселение, ул. Лобановский Лес,Прокшино,16,2,36.6,26.0,12200000,2023,-,12,17,4.7,1,Евроремонт,-
Крюково, Зеленоград,Зеленоград — Крюково,12,2,57.6,32.0,12200000,1990,Панельный,9,17,10.0,1,Косметический,2
Орехово-Борисово, Елецкая ул.,Домодедовская,13,2,53.1,31.6,12300000,1983,Панельный,8,16,8.2,-,Косметический,1
Орехово-Борисово, Шипиловский проезд,Домодедовская,12,2,44.3,30.0,12300000,1974,Панельный,5,9,6.0,1,Без ремонта,12
Черемушки, Херсонская ул.,Зюзино,15,2,47.9,-,12300000,1965,Блочный,4,12,9.5,1,Косметический,1
Нижегородский, Газгольдерная ул.,Нижегородская,8,1,39.6,15.0,12300000,2023,-,22,32,12.5,1,Без ремонта,-
Богородское, Игральная ул.,Бульвар Рокоссовского,19,2,45.7,29.3,12300000,1968,Кирпичный,3,9,6.0,1,Косметический,3
Северный, бул. Академика Ландау,Физтех,12,1,36.9,14.5,12290000,2018,Монолитный,8,18,15.0,1,Евроремонт,6
Ивановское, ул. Молостовых,Новогиреево,18,3,56.0,43.1,12300000,1973,Панельный,9,9,7.0,1,Косметический,10
Ивановское, ш. Энтузиастов,Новогиреево,4,1,47.0,20.0,12300000,2006,-,18,22,14.0,1,Косметический,2
Чертаново, Чертановская ул.,Улица Академика Янгеля,20,2,43.8,28.0,12299999,1971,Панельный,3,9,6.0,-,Косметический,8
Нижегородский, Газгольдерная ул.,Нижегородская,8,1,36.2,15.0,12300000,2023,-,6,33,9.0,1,Без ремонта,-
Лосиноостровский, Тайнинская ул.,Медведково,3,3,58.3,43.1,12290000,1970,Панельный,8,9,6.0,1,Косметический,14
Ивановское, ш. Энтузиастов,Новогиреево,5,1,41.5,17.0,12400000,2015,Монолитный,14,22,9.6,-,Евроремонт,2
Лосиноостровский, Тайнинская ул.,Медведково,3,3,58.3,43.1,12290000,1970,Панельный,8,9,6.0,1,Косметический,14
Ивановское, ш. Энтузиастов,Новогиреево,5,1,41.5,17.0,12400000,2015,Монолитный,14,22,9.6,-,Евроремонт,2
поселение, бул. Севильский,Прокшино,18,1,41.5,-,12400000,2021,-,3,9,6.9,-,Евроремонт,-
поселение, ул. Жемчужная,Филатов Луг,12,3,65.1,40.0,12499000,2021,-,1,4,10.5,1,Евроремонт,4
Бирюлево, Липецкая ул.,Царицыно,7,2,53.8,32.2,12400000,1983,-,3,17,9.2,1,Косметический,10
Северное, ул. Грина,Бульвар Дмитрия Донского,14,1,44.0,19.8,12400000,2005,Панельный,24,24,10.5,1,Косметический,2
Некрасовка, ул. Вертолетчиков,Некрасовка,15,2,52.1,27.0,12400000,2022,Монолитный,6,18,12.0,1,Без ремонта,2
Солнцево, Солнцевский просп.,Солнцево,15,1,37.2,20.6,12450000,1970,Блочный,11,12,10.0,1,Дизайнерский,1
Щукино, ул. Народного Ополчения,Октябрьское поле,4,1,34.5,20.0,12500000,1968,Блочный,7,12,10.0,1,Без ремонта,1
Восточное, Дубнинская ул.,Дегунино,8,2,44.3,17.0,12590000,1971,Панельный,9,9,14.9,1,Евроремонт,10
Кунцево, Рублевское ш.,Молодёжная,7,1,35.1,19.0,12500000,1980,Панельный,15,16,10.0,1,Косметический,1
Можайский, Можайское ш.,Рабочий посёлок,14,1,33.9,18.1,12550000,1964,Блочный,9,9,8.8,1,Дизайнерский,1
Перово, Кусковская ул.,Перово,14,2,45.1,30.6,12640000,1964,Панельный,5,5,5.5,1,Евроремонт,5
Северное, проезд Шокальского,Медведково,19,2,37.9,23.6,12500000,1966,-,6,12,6.0,1,Косметический,1
поселение, Ивановское деревня,Крёкшино,9,2,72.3,37.1,12500000,2018,Монолитный,7,9,11.6,1,Евроремонт,10
Теплый, Профсоюзная ул.,Тёплый Стан,12,2,45.8,27.2,12500000,1972,-,1,9,5.9,1,Евроремонт,8
Марьино, Перервинский бул.,Братиславская,13,1,41.8,17.7,12500000,2001,Панельный,19,22,10.4,1,Евроремонт,2
Дмитровский, Лобненская ул.,Лианозово,4,1,38.6,11.2,12500000,2022,Монолитный,29,33,19.8,1,Косметический,5
Богородское, Малая Черкизовская ул.,Преображенская площадь,16,1,30.0,16.0,12500000,1968,Кирпичный,9,9,6.0,1,Дизайнерский,8
Теплый, ул. Академика Варги,Тропарёво,19,2,44.2,27.7,12500000,1974,Панельный,2,9,6.0,1,Без ремонта,16
Нижегородский, ул. Нижняя Хохловка,Нижегородская,10,1,40.8,22.7,12600000,2022,-,10,24,10.7,1,Косметический,9
Кузьминки, ул. Юных Ленинцев,Кузьминки,17,2,45.6,34.0,12500000,1961,Панельный,5,5,6.0,1,Косметический,4
Новогиреево, Зеленый просп.,Новогиреево,3,2,47.2,32.5,12700000,1969,Блочный,7,12,9.0,1,Косметический,1
Бирюлево, 6-я Радиальная ул.,Царицыно,4,1,48.8,20.0,12700000,2013,Кирпичный,2,15,11.0,1,Евроремонт,5
Северное, ул. Свободы,Планерная,6,2,51.6,34.7,12700000,1970,Панельный,1,9,6.2,-,Без ремонта,14
Чертаново, Россошанский проезд,Улица Академика Янгеля,10,3,58.3,44.5,12700000,1971,Панельный,2,9,6.2,1,Косметический,6
Измайлово, 3-я Парковая ул.,Измайловская,12,2,40.9,26.2,12699000,1961,Кирпичный,6,8,6.0,1,Косметический,4
Можайский, Беловежская ул.,Сетунь,16,3,54.0,39.0,12690000,1968,Панельный,2,16,6.5,1,Косметический,1
Филевский, Кастанаевская ул.,Багратионовская,5,1,32.0,-,13500000,1963,Кирпичный,6,8,-,1,Евроремонт,4
Коньково, Профсоюзная ул.,Беляево,7,2,42.1,27.0,13500000,1967,Панельный,4,5,6.0,1,Косметический,15
Теплый, ул. Островитянова,Коньково,4,2,44.8,27.4,13500000,1972,Панельный,4,12,6.2,1,Косметический,3
Метрогородок, Тагильская ул.,Бульвар Рокоссовского,18,1,39.1,20.2,13500000,2021,-,24,24,9.6,1,Евроремонт,3
Очаково-Матвеевское, Озерная ул.,Озёрная,9,1,33.7,-,13500000,2022,Монолитный,8,20,11.5,1,Евроремонт,4
поселение, ул. Летчика Грицевца,Пыхтино,7,2,55.0,29.0,13499000,2012,Панельный,11,14,9.0,1,Без ремонта,3
Бибирево, ул. Корнейчука,Бибирево,6,2,53.3,32.0,13500000,1977,Панельный,6,12,8.5,1,Евроремонт,9
Строгино, Таллинская ул.,Строгино,11,1,40.0,-,13499000,1981,Панельный,3,16,-,1,Дизайнерский,9
поселение, ул. Самуила Маршака,Рассказовка,10,2,52.0,-,13690000,2016,Панельный,15,17,8.5,-,Косметический,5
Старое, Зеленоград,Зеленоград — Крюково,13,2,60.0,32.3,13600000,2022,-,3,14,10.6,1,Косметический,-
Алексеевский, ул. Бориса Галушкина,ВДНХ,13,1,39.1,18.3,13600000,1973,Кирпичный,5,9,8.3,1,Косметический,10
Отрадное, ул. Бестужевых,Отрадное,8,1,38.0,20.0,13600000,1975,Панельный,4,9,7.0,-,Дизайнерский,6
Нижегородский, 3-я Карачаровская ул.,Нижегородская,15,2,51.0,28.4,13600000,1992,Панельный,5,17,8.0,1,Без ремонта,3
Нагатинский, Кленовый бул.,Кленовый бульвар,1,2,44.1,-,13700000,1968,Блочный,1,12,6.5,-,Косметический,2
Отрадное, Сигнальный проезд,Владыкино,11,1,41.1,12.3,13700000,2023,-,21,33,18.8,1,Косметический,3
Кунцево, Молдавская ул.,Кунцевская,8,1,35.5,-,13790000,1970,Блочный,9,9,-,1,Дизайнерский,2
поселение, просп. Прокшинский,Прокшино,13,1,37.7,14.7,13700000,2022,Монолитный,18,18,11.1,1,Евроремонт,6
Кузьминки, Окская ул.,Кузьминки,11,2,38.4,-,13700000,1965,Блочный,11,12,7.5,1,Дизайнерский,1
Чертаново, Сумской проезд,Южная,18,2,45.2,29.0,13800000,1969,-,5,9,6.5,1,Евроремонт,7
Даниловский, Велозаводская ул.,Автозаводская,10,1,33.0,-,13900000,1962,-,5,9,5.0,1,Дизайнерский,1
Академический, просп. 60-летия Октября,Академическая,3,3,53.0,35.0,13800000,1959,Кирпичный,1,5,6.0,1,Без ремонта,4
Печатники, ул. Гурьянова,Печатники,6,2,44.0,28.0,13900000,2006,Монолитный,17,17,7.0,1,Евроремонт,6
Фили-Давыдково, ул. Герасима Курина,Славянский бульвар,10,1,37.2,19.1,13900000,1998,Панельный,14,17,8.5,1,Евроремонт,5
Западное, Ижорская ул.,Ховрино,19,2,52.9,28.3,14050000,2022,-,33,33,11.4,1,Евроремонт,2
поселение, ул. Бориса Пастернака,Рассказовка,16,2,55.5,-,14000000,2023,-,5,9,11.2,1,Без ремонта,-
Свиблово, ул. Амундсена,Свиблово,8,2,35.0,-,13990000,1966,Кирпичный,3,9,-,1,Дизайнерский,4
Южнопортовый, Шарикоподшипниковская ул.,Дубровка,3,1,38.8,20.8,14050000,2003,Панельный,12,14,8.0,1,Косметический,5
Кузьминки, ул. Юных Ленинцев,Кузьминки,17,2,44.0,32.0,14000000,1961,Панельный,2,5,6.0,1,Дизайнерский,4
Вешняки, ул. Красный Казанец,Рязанский проспект,16,2,44.7,-,13990000,1970,Панельный,9,9,-,1,Дизайнерский,8
Вешняки, ул. Красный Казанец,Рязанский проспект,16,2,45.0,-,13990000,1970,Панельный,4,9,-,1,Дизайнерский,8
Северное, Широкая ул.,Медведково,16,1,36.3,-,13999999,2017,Монолитный,7,19,-,1,Евроремонт,3
Косино-Ухтомский, Салтыковская ул.,Новокосино,5,2,55.0,22.4,14400000,2022,Монолитный,12,12,19.6,2,Евроремонт,1
поселок, ул. Сосенский Стан,Ольховая,10,2,46.0,-,14500000,2014,Кирпичный,2,9,-,-,Косметический,7
Хорошево-Мневники, 3-я Хорошевская ул.,Народное Ополчение,18,1,38.5,15.3,14550000,2023,Монолитный,8,21,13.7,1,Без ремонта,8
Южное, ул. Свободы,Сходненская,17,2,54.0,34.0,15000000,1984,Панельный,5,14,8.5,-,Косметический,10
Митино, Муравская ул.,Пятницкое шоссе,20,2,51.0,28.0,14999000,2019,Монолитно-кирпичный,4,25,8.2,1,Евроремонт,10
Можайский, Беловежская ул.,Сетунь,20,2,62.0,34.7,14950000,2009,Панельный,10,24,10.0,1,Косметический,4
Восточное, Дубнинская ул.,Селигерская,14,2,53.5,37.0,15000000,1972,Панельный,2,9,5.0,1,Дизайнерский,10
Черемушки, Севастопольский просп.,Зюзино,8,2,38.0,-,15100000,1966,Блочный,9,12,-,1,Дизайнерский,1
Рязанский, 2-й Грайвороновский проезд,Стахановская,3,2,49.5,26.0,15200000,2021,Монолитный,3,23,12.0,1,Без ремонта,11
Ивановское, Челябинская ул.,Новогиреево,6,3,63.1,46.0,15200000,1976,Панельный,14,14,9.3,1,Евроремонт,1
Черемушки, Нахимовский просп.,Профсоюзная,12,2,38.0,-,15200000,1962,Блочный,7,9,-,1,Дизайнерский,1
Ховрино, Фестивальная ул.,Грачёвская,18,2,67.5,38.6,15400000,2003,Панельный,1,10,12.3,1,Без ремонта,3
Ясенево, ул. Рокотова,Ясенево,15,3,55.0,34.0,15299000,1978,-,4,9,7.0,1,Евроремонт,8
Бескудниковский, Бескудниковский бул.,Яхромская,5,2,48.2,32.0,15290000,1966,Монолитный,10,12,9.0,1,Евроремонт,1
Кунцево, ул. Маршала Тимошенко,Молодёжная,4,2,51.0,-,15390000,1956,Кирпичный,3,4,-,1,Косметический,3
Дмитровский, Лобненская ул.,Лианозово,19,2,56.1,32.5,15500000,2021,Монолитный,2,16,10.0,1,Косметический,11
Таганский, 1-я Дубровская ул.,Пролетарская,8,1,35.9,-,15500000,1927,-,3,5,-,1,Косметический,4
поселение, ул. Зеленая Горка,Говорово,8,1,50.3,12.2,15450000,2018,Кирпичный,2,6,8.0,1,Евроремонт,2
Марьино, Донецкая ул.,Курьяново,6,2,40.9,10.5,15490000,2018,-,14,25,15.0,1,Косметический,7
Строгино, ул. Твардовского,Строгино,18,1,38.1,18.2,15500000,2009,Монолитно-кирпичный,24,25,8.8,1,Евроремонт,1
Раменки, просп. Генерала Дорохова,Минская,5,1,27.0,-,15500000,-,Монолитный,6,14,-,1,Без ремонта,-
Новогиреево, ул. Алексея Дикого,Новогиреево,8,3,51.0,32.1,15500000,1972,Панельный,3,9,5.2,1,Евроремонт,4
Зюзино, Одесская ул.,Зюзино,11,3,70.0,45.0,15500000,1967,Блочный,12,12,9.2,1,Косметический,1
Чертаново, Россошанская ул.,Улица Академика Янгеля,12,3,58.0,-,15500000,1972,Панельный,7,9,6.0,1,Дизайнерский,4
Раменки, просп. Генерала Дорохова,Минская,5,1,26.9,13.4,15700000,-,Монолитный,8,14,4.3,1,Без ремонта,-
Солнцево, Производственная ул.,Солнцево,11,3,63.6,43.9,15700000,1981,Панельный,6,9,7.0,1,Косметический,8
Люблино, Краснодарская ул.,Люблино,9,2,48.0,30.6,15690000,1981,Панельный,10,12,6.8,1,Дизайнерский,6
Сокольники, ул. Стромынка,Сокольники,10,2,44.0,26.3,15800000,1961,Кирпичный,3,5,6.0,1,Без ремонта,3
поселение, бул. Андрея Тарковского,Рассказовка,6,2,64.0,37.0,16000000,2018,Монолитный,9,11,13.0,1,Евроремонт,14
Тропарево-Никулино, Никулинская ул.,Озёрная,6,2,53.2,32.5,16000000,1993,Панельный,12,17,9.5,1,Евроремонт,4
Солнцево, Производственная ул.,Солнцево,11,3,63.6,43.9,15990000,1981,Панельный,2,9,7.0,1,Евроремонт,8
Выхино-Жулебино, Рязанский просп.,Выхино,8,2,55.5,33.0,16000000,2015,Монолитный,21,25,11.0,1,Косметический,1
Войковский, ул. Космонавта Волкова,Войковская,15,3,55.1,43.0,15900000,1960,Кирпичный,1,5,6.0,1,Косметический,5
Лефортово, Энергетическая ул.,Авиамоторная,7,1,49.7,25.0,15950000,1959,Кирпичный,3,8,11.0,1,Евроремонт,4
Очаково-Матвеевское, Очаковское ш.,Аминьевская,8,3,63.5,45.3,15900000,1998,Панельный,11,16,7.8,1,Косметический,1
Очаково-Матвеевское, Матвеевская ул.,Аминьевская,13,3,67.5,45.0,15990000,1975,Панельный,13,16,8.0,1,Косметический,3
Люблино, Люблинская ул.,Перерва,6,2,54.0,-,16000000,2023,-,23,25,19.0,1,Евроремонт,2
Нагорный, Электролитный проезд,Нагорная,4,1,40.6,18.9,15900000,2015,Панельный,15,23,9.0,1,Евроремонт,2
Хорошево-Мневники, ул. Генерала Глаголева,Народное Ополчение,5,2,43.0,-,15990000,1967,Кирпичный,5,9,5.5,1,Дизайнерский,9
Соколиная, ул. 8-я Соколиной Горы,Соколиная гора,10,2,44.7,-,16100000,1969,Панельный,9,9,6.0,1,Дизайнерский,6
Раменки, Мосфильмовская ул.,Поклонная,19,2,37.1,-,16300000,1963,Блочный,9,9,7.5,1,Дизайнерский,1
поселение, ул. Корнея Чуковского,Рассказовка,5,2,60.1,34.0,16300000,2016,Панельный,2,17,13.0,1,Косметический,4
Ясенево, Литовский бул.,Ясенево,14,3,68.3,45.0,16300000,1978,Панельный,3,9,6.0,1,Косметический,14
Митино, Дубравная ул.,Митино,1,2,56.0,36.0,16300000,1995,Панельный,3,12,10.0,1,Дизайнерский,6
Люблино, Люблинская ул.,Перерва,4,2,60.5,22.0,16300000,2023,-,10,25,17.6,2,Косметический,2
Южное, ул. Маршала Савицкого,Бунинская аллея,12,3,79.4,50.7,16200000,2009,Панельный,4,17,10.1,1,Евроремонт,5
Матушкино, Зеленоград,Зеленоград — Крюково,5,3,74.8,50.0,16200000,2006,Панельный,5,17,10.0,2,Косметический,1
Южное, Изюмская ул.,Улица Скобелевская,8,2,68.0,49.0,16500000,2002,Монолитный,5,6,14.0,1,Дизайнерский,10
поселение, Скандинавия жилой комплекс,Потапово,откроется в 2024,2,62.0,-,16500000,2022,Монолитный,5,14,18.1,-,Евроремонт,5
Тверской, ул. Чаянова,Новослободская,7,1,32.7,-,16499000,1966,Кирпичный,1,9,9.0,-,Косметический,1
Бибирево, ул. Коненкова,Бибирево,16,3,49.4,-,16500000,1974,Панельный,7,9,6.0,-,Косметический,6
Фили-Давыдково, Малая Филевская ул.,Пионерская,3,1,36.6,16.7,16500000,2018,Панельный,3,22,7.0,-,Косметический,4
Останкинский, 2-я Новоостанкинская ул.,Улица Академика Королёва,10,2,42.3,-,16490000,1970,Кирпичный,5,9,-,1,Дизайнерский,4
поселение, Скандинавия жилой комплекс,Потапово,откроется в 2024,2,60.6,-,16500000,2023,-,3,8,10.0,-,Евроремонт,7
Марьина, Трифоновская ул.,Достоевская,11,2,42.0,27.0,16490000,1970,Кирпичный,9,9,6.0,1,-,5
Раменки, просп. Генерала Дорохова,Минская,5,1,26.86,11.1,16500000,-,Монолитный,3,14,6.7,1,Без ремонта,-
Хорошево-Мневники, ул. Демьяна Бедного,Народное Ополчение,9,3,59.0,38.3,16400000,1979,Панельный,6,9,6.0,1,Косметический,4
Очаково-Матвеевское, Большая Очаковская ул.,Аминьевская,16,2,66.2,39.2,16500000,2014,Панельный,10,19,11.4,1,Без ремонта,3
Алексеевский, ул. Павла Корчагина,ВДНХ,17,2,48.0,30.0,16400000,1975,Панельный,12,12,7.0,1,Косметический,6
Кунцево, № 100 квартал,Строгино,11,2,60.5,25.0,16400000,2021,Монолитный,11,15,20.0,2,Косметический,7
Чертаново, Кировоградский проезд,Пражская,12,2,58.7,34.6,16500000,1991,Панельный,4,22,10.0,1,Косметический,3
Тверской, Угловой пер.,Савёловская,9,1,30.0,19.0,16500000,1966,Кирпичный,3,5,6.0,1,Евроремонт,4
поселение, ул. Лобановский Лес,Прокшино,20,2,51.9,-,16600000,2023,-,5,18,12.0,-,Евроремонт,-
Ясенево, Вильнюсская ул.,Ясенево,10,2,54.0,35.0,16600000,1977,-,6,16,9.3,-,Евроремонт,12
поселение, проезд Чечерский,Бунинская аллея,4,3,81.1,48.5,16700000,2022,Монолитно-кирпичный,9,17,12.4,-,Без ремонта,7
Можайский, Витебская ул.,Сетунь,20,3,74.2,45.7,16800000,1984,Панельный,1,17,10.2,1,Косметический,10
Кузьминки, ул. Юных Ленинцев,Кузьминки,8,2,55.6,31.0,16700000,2005,Панельный,14,14,10.2,2,Косметический,4
Бутырский, ул. Добролюбова,Бутырская,6,2,54.0,31.0,16800000,1958,Кирпичный,7,7,8.0,1,Косметический,4
Солнцево, Производственная ул.,Солнцево,8,1,35.4,11.3,16800000,2019,Монолитный,9,19,10.6,1,Дизайнерский,8
Нагатинский, Судостроительная ул.,Коломенская,12,2,45.0,-,16800000,1965,Монолитный,9,9,-,1,Без ремонта,4
Чертаново, ул. Красного Маяка,Пражская,14,3,63.5,46.1,17000000,1970,-,4,9,6.0,1,Косметический,10
поселение, ул. Лобановский Лес,Прокшино,16,3,52.0,-,17000000,2023,-,11,17,16.4,-,Евроремонт,-
Хорошево-Мневники, Причальный проезд,Шелепиха,7,1,31.7,12.0,17190000,-,Монолитный,19,33,10.0,1,Без ремонта,-
Головинский, Кронштадтский бул.,Моссельмаш,19,1,53.1,21.1,17050000,2010,Кирпичный,25,25,14.1,1,Косметический,2
Западное, Базовская ул.,Грачёвская,8,2,58.7,30.6,17200000,2015,Монолитный,13,24,11.7,1,Евроремонт,1
Южное, ул. Академика Понтрягина,Бунинская аллея,10,3,87.1,57.0,17350000,2007,Панельный,2,22,10.7,1,Косметический,2
поселок, ул. Липовый Парк,Коммунарка,7,2,72.9,40.0,17200000,2016,-,2,13,21.0,2,Евроремонт,7
Савеловский, 2-я Квесисская ул.,Савёловская,12,2,46.0,30.0,17200000,1969,Блочный,4,12,6.0,1,Евроремонт,1
Бирюлево, 6-я Радиальная ул.,Царицыно,6,2,72.0,-,17390000,2023,-,16,24,-,1,Евроремонт,-
Тверской, ул. Бутырский Вал,Белорусская,11,2,38.2,26.0,17200000,1966,Панельный,1,12,6.0,1,Дизайнерский,1
Фили-Давыдково, Минская ул.,Филёвский парк,4,2,42.8,-,17300000,1960,-,4,5,-,1,Дизайнерский,3
Южное, Светлогорский проезд,Митино,5,2,53.4,32.0,17500000,2004,Панельный,9,16,9.2,1,Косметический,3
Нижегородский, Газгольдерная ул.,Нижегородская,8,2,55.4,34.1,17500000,2023,-,19,31,8.0,1,Косметический,-
Хорошево-Мневники, Причальный проезд,Шелепиха,8,1,31.5,13.6,17400000,-,Монолитный,3,33,10.5,1,Без ремонта,-
Западное, Дегунинская ул.,Селигерская,10,2,55.8,32.0,17500000,2007,Панельный,2,22,9.4,1,Евроремонт,1
Гольяново, ул. Бирюсинка,Щёлковская,15,2,60.4,34.0,17500000,2011,Панельный,9,14,12.8,1,Евроремонт,2
Фили-Давыдково, ул. Артамонова,Давыдково,11,3,60.0,43.2,17500000,1971,Кирпичный,6,9,5.0,1,Косметический,4
поселение, ул. Саларьевская,Саларьево,9,3,57.0,40.0,17450000,2020,Монолитный,22,25,10.0,1,Евроремонт,10
Головинский, Михалковская ул.,Коптево,8,1,34.7,15.0,17500000,2023,-,10,20,6.0,1,Евроремонт,-
Люблино, ул. Верхние Поля,Братиславская,9,2,42.4,25.0,17500000,1961,Панельный,4,5,5.4,1,Косметический,3
Западное, Дмитровское ш.,Верхние Лихоборы,5,1,37.0,12.0,17500000,2021,Монолитный,2,22,12.0,1,Дизайнерский,7
Останкинский, 2-я Новоостанкинская ул.,Улица Академика Королёва,9,2,43.9,-,17500000,1965,Кирпичный,7,9,7.0,1,Дизайнерский,4
Коньково, ул. Академика Капицы,Коньково,11,2,52.0,28.0,17700000,1986,Панельный,16,17,8.5,1,Евроремонт,3
Лосиноостровский, Стартовая ул.,Медведково,3,3,65.6,40.7,17620000,1976,-,13,16,8.5,-,Косметический,1
Донской, Варшавское ш.,Нагатинская,11,3,53.4,40.0,17550000,1962,Монолитный,8,8,5.3,1,Косметический,5
Нижегородский, Рязанский просп.,Нижегородская,7,1,42.1,18.3,17700000,-,-,18,25,12.3,-,Евроремонт,-
